Sector,Category,SubCategory,Scenario_Name,Description,Current_Spend_USD,Projected_Savings_Pct,Projected_Savings_USD,Risk_Reduction_Pct,Implementation_Complexity,Timeline_Months
Information Technology,Hardware,Network Equipment,Aggressive Diversification,Reduce top supplier share to <30%,9024300,15,1353645.0,25,Medium,11
Information Technology,Hardware,Network Equipment,Moderate Diversification,Reduce top supplier share to <40%,9024300,10,902430.0,15,High,11
Information Technology,Hardware,Network Equipment,Regional Expansion,Add Africa/Middle East suppliers,9024300,12,1082916.0,20,Medium,8
Information Technology,Hardware,Network Equipment,Cost Optimization,Shift 20% spend to low-cost regions,9024300,8,721944.0,12,Medium,11
Information Technology,Hardware,Network Equipment,Risk Mitigation,Dual-source all critical categories,9024300,5,451215.0,18,Low,4
Information Technology,Hardware,Peripherals,Aggressive Diversification,Reduce top supplier share to <30%,10790300,15,1618545.0,25,Medium,7
Information Technology,Hardware,Peripherals,Moderate Diversification,Reduce top supplier share to <40%,10790300,10,1079030.0,15,Medium,9
Information Technology,Hardware,Peripherals,Regional Expansion,Add Africa/Middle East suppliers,10790300,12,1294836.0,20,Medium,5
Information Technology,Hardware,Peripherals,Cost Optimization,Shift 20% spend to low-cost regions,10790300,8,863224.0,12,Medium,3
Information Technology,Hardware,Peripherals,Risk Mitigation,Dual-source all critical categories,10790300,5,539515.0,18,Low,11
Information Technology,Hardware,Servers,Aggressive Diversification,Reduce top supplier share to <30%,8446300,15,1266945.0,25,Low,8
Information Technology,Hardware,Servers,Moderate Diversification,Reduce top supplier share to <40%,8446300,10,844630.0,15,Medium,10
Information Technology,Hardware,Servers,Regional Expansion,Add Africa/Middle East suppliers,8446300,12,1013556.0,20,High,3
Information Technology,Hardware,Servers,Cost Optimization,Shift 20% spend to low-cost regions,8446300,8,675704.0,12,High,10
Information Technology,Hardware,Servers,Risk Mitigation,Dual-source all critical categories,8446300,5,422315.0,18,Medium,7
Information Technology,Hardware,Storage Systems,Aggressive Diversification,Reduce top supplier share to <30%,11541100,15,1731165.0,25,Low,9
Information Technology,Hardware,Storage Systems,Moderate Diversification,Reduce top supplier share to <40%,11541100,10,1154110.0,15,Medium,12
Information Technology,Hardware,Storage Systems,Regional Expansion,Add Africa/Middle East suppliers,11541100,12,1384932.0,20,Low,3
Information Technology,Hardware,Storage Systems,Cost Optimization,Shift 20% spend to low-cost regions,11541100,8,923288.0,12,High,8
Information Technology,Hardware,Storage Systems,Risk Mitigation,Dual-source all critical categories,11541100,5,577055.0,18,Low,9
Information Technology,Software,Database Software,Aggressive Diversification,Reduce top supplier share to <30%,5015000,15,752250.0,25,High,9
Information Technology,Software,Database Software,Moderate Diversification,Reduce top supplier share to <40%,5015000,10,501500.0,15,Medium,6
Information Technology,Software,Database Software,Regional Expansion,Add Africa/Middle East suppliers,5015000,12,601800.0,20,Low,9
Information Technology,Software,Database Software,Cost Optimization,Shift 20% spend to low-cost regions,5015000,8,401200.0,12,Medium,6
Information Technology,Software,Database Software,Risk Mitigation,Dual-source all critical categories,5015000,5,250750.0,18,Medium,4
Information Technology,Software,Development Tools,Aggressive Diversification,Reduce top supplier share to <30%,5795400,15,869310.0,25,Medium,6
Information Technology,Software,Development Tools,Moderate Diversification,Reduce top supplier share to <40%,5795400,10,579540.0,15,High,12
Information Technology,Software,Development Tools,Regional Expansion,Add Africa/Middle East suppliers,5795400,12,695448.0,20,High,7
Information Technology,Software,Development Tools,Cost Optimization,Shift 20% spend to low-cost regions,5795400,8,463632.0,12,Medium,11
Information Technology,Software,Development Tools,Risk Mitigation,Dual-source all critical categories,5795400,5,289770.0,18,Medium,9
Information Technology,Software,Enterprise Software,Aggressive Diversification,Reduce top supplier share to <30%,12506700,15,1876005.0,25,Low,4
Information Technology,Software,Enterprise Software,Moderate Diversification,Reduce top supplier share to <40%,12506700,10,1250670.0,15,Low,5
Information Technology,Software,Enterprise Software,Regional Expansion,Add Africa/Middle East suppliers,12506700,12,1500804.0,20,Medium,4
Information Technology,Software,Enterprise Software,Cost Optimization,Shift 20% spend to low-cost regions,12506700,8,1000536.0,12,High,10
Information Technology,Software,Enterprise Software,Risk Mitigation,Dual-source all critical categories,12506700,5,625335.0,18,High,10
Information Technology,Software,Productivity Software,Aggressive Diversification,Reduce top supplier share to <30%,9994500,15,1499175.0,25,Medium,12
Information Technology,Software,Productivity Software,Moderate Diversification,Reduce top supplier share to <40%,9994500,10,999450.0,15,Medium,6
Information Technology,Software,Productivity Software,Regional Expansion,Add Africa/Middle East suppliers,9994500,12,1199340.0,20,Medium,3
Information Technology,Software,Productivity Software,Cost Optimization,Shift 20% spend to low-cost regions,9994500,8,799560.0,12,Low,3
Information Technology,Software,Productivity Software,Risk Mitigation,Dual-source all critical categories,9994500,5,499725.0,18,High,3
Information Technology,Telecommunications,Internet Services,Aggressive Diversification,Reduce top supplier share to <30%,7002100,15,1050315.0,25,Low,4
Information Technology,Telecommunications,Internet Services,Moderate Diversification,Reduce top supplier share to <40%,7002100,10,700210.0,15,Medium,7
Information Technology,Telecommunications,Internet Services,Regional Expansion,Add Africa/Middle East suppliers,7002100,12,840252.0,20,Low,10
Information Technology,Telecommunications,Internet Services,Cost Optimization,Shift 20% spend to low-cost regions,7002100,8,560168.0,12,High,3
Information Technology,Telecommunications,Internet Services,Risk Mitigation,Dual-source all critical categories,7002100,5,350105.0,18,Low,4
Information Technology,Telecommunications,Mobile Services,Aggressive Diversification,Reduce top supplier share to <30%,8443800,15,1266570.0,25,Low,3
Information Technology,Telecommunications,Mobile Services,Moderate Diversification,Reduce top supplier share to <40%,8443800,10,844380.0,15,Medium,6
Information Technology,Telecommunications,Mobile Services,Regional Expansion,Add Africa/Middle East suppliers,8443800,12,1013256.0,20,Medium,9
Information Technology,Telecommunications,Mobile Services,Cost Optimization,Shift 20% spend to low-cost regions,8443800,8,675504.0,12,Medium,10
Information Technology,Telecommunications,Mobile Services,Risk Mitigation,Dual-source all critical categories,8443800,5,422190.0,18,Medium,10
Logistics & Transportation,Fleet Services,Fleet Maintenance,Aggressive Diversification,Reduce top supplier share to <30%,12754900,15,1913235.0,25,High,3
Logistics & Transportation,Fleet Services,Fleet Maintenance,Moderate Diversification,Reduce top supplier share to <40%,12754900,10,1275490.0,15,Medium,4
Logistics & Transportation,Fleet Services,Fleet Maintenance,Regional Expansion,Add Africa/Middle East suppliers,12754900,12,1530588.0,20,Low,3
Logistics & Transportation,Fleet Services,Fleet Maintenance,Cost Optimization,Shift 20% spend to low-cost regions,12754900,8,1020392.0,12,Medium,9
Logistics & Transportation,Fleet Services,Fleet Maintenance,Risk Mitigation,Dual-source all critical categories,12754900,5,637745.0,18,Low,11
Logistics & Transportation,Fleet Services,Fleet Telematics,Aggressive Diversification,Reduce top supplier share to <30%,10941700,15,1641255.0,25,Medium,5
Logistics & Transportation,Fleet Services,Fleet Telematics,Moderate Diversification,Reduce top supplier share to <40%,10941700,10,1094170.0,15,Low,7
Logistics & Transportation,Fleet Services,Fleet Telematics,Regional Expansion,Add Africa/Middle East suppliers,10941700,12,1313004.0,20,Medium,3
Logistics & Transportation,Fleet Services,Fleet Telematics,Cost Optimization,Shift 20% spend to low-cost regions,10941700,8,875336.0,12,Low,6
Logistics & Transportation,Fleet Services,Fleet Telematics,Risk Mitigation,Dual-source all critical categories,10941700,5,547085.0,18,Medium,10
Logistics & Transportation,Fleet Services,Fleet Vehicles,Aggressive Diversification,Reduce top supplier share to <30%,9368700,15,1405305.0,25,Low,3
Logistics & Transportation,Fleet Services,Fleet Vehicles,Moderate Diversification,Reduce top supplier share to <40%,9368700,10,936870.0,15,Low,10
Logistics & Transportation,Fleet Services,Fleet Vehicles,Regional Expansion,Add Africa/Middle East suppliers,9368700,12,1124244.0,20,High,4
Logistics & Transportation,Fleet Services,Fleet Vehicles,Cost Optimization,Shift 20% spend to low-cost regions,9368700,8,749496.0,12,High,6
Logistics & Transportation,Fleet Services,Fleet Vehicles,Risk Mitigation,Dual-source all critical categories,9368700,5,468435.0,18,Medium,9
Logistics & Transportation,Freight Services,Air Freight,Aggressive Diversification,Reduce top supplier share to <30%,10687700,15,1603155.0,25,High,7
Logistics & Transportation,Freight Services,Air Freight,Moderate Diversification,Reduce top supplier share to <40%,10687700,10,1068770.0,15,Medium,5
Logistics & Transportation,Freight Services,Air Freight,Regional Expansion,Add Africa/Middle East suppliers,10687700,12,1282524.0,20,High,3
Logistics & Transportation,Freight Services,Air Freight,Cost Optimization,Shift 20% spend to low-cost regions,10687700,8,855016.0,12,High,11
Logistics & Transportation,Freight Services,Air Freight,Risk Mitigation,Dual-source all critical categories,10687700,5,534385.0,18,High,4
Logistics & Transportation,Freight Services,Ocean Freight,Aggressive Diversification,Reduce top supplier share to <30%,9158300,15,1373745.0,25,Medium,10
Logistics & Transportation,Freight Services,Ocean Freight,Moderate Diversification,Reduce top supplier share to <40%,9158300,10,915830.0,15,High,7
Logistics & Transportation,Freight Services,Ocean Freight,Regional Expansion,Add Africa/Middle East suppliers,9158300,12,1098996.0,20,Low,8
Logistics & Transportation,Freight Services,Ocean Freight,Cost Optimization,Shift 20% spend to low-cost regions,9158300,8,732664.0,12,Low,6
Logistics & Transportation,Freight Services,Ocean Freight,Risk Mitigation,Dual-source all critical categories,9158300,5,457915.0,18,Low,6
Logistics & Transportation,Freight Services,Rail Freight,Aggressive Diversification,Reduce top supplier share to <30%,7338500,15,1100775.0,25,High,9
Logistics & Transportation,Freight Services,Rail Freight,Moderate Diversification,Reduce top supplier share to <40%,7338500,10,733850.0,15,Medium,3
Logistics & Transportation,Freight Services,Rail Freight,Regional Expansion,Add Africa/Middle East suppliers,7338500,12,880620.0,20,Low,7
Logistics & Transportation,Freight Services,Rail Freight,Cost Optimization,Shift 20% spend to low-cost regions,7338500,8,587080.0,12,High,4
Logistics & Transportation,Freight Services,Rail Freight,Risk Mitigation,Dual-source all critical categories,7338500,5,366925.0,18,Medium,6
Logistics & Transportation,Freight Services,Road Freight,Aggressive Diversification,Reduce top supplier share to <30%,8265300,15,1239795.0,25,Low,3
Logistics & Transportation,Freight Services,Road Freight,Moderate Diversification,Reduce top supplier share to <40%,8265300,10,826530.0,15,High,10
Logistics & Transportation,Freight Services,Road Freight,Regional Expansion,Add Africa/Middle East suppliers,8265300,12,991836.0,20,High,12
Logistics & Transportation,Freight Services,Road Freight,Cost Optimization,Shift 20% spend to low-cost regions,8265300,8,661224.0,12,Low,8
Logistics & Transportation,Freight Services,Road Freight,Risk Mitigation,Dual-source all critical categories,8265300,5,413265.0,18,Low,6
Logistics & Transportation,Warehousing,3PL Services,Aggressive Diversification,Reduce top supplier share to <30%,10702800,15,1605420.0,25,Low,10
Logistics & Transportation,Warehousing,3PL Services,Moderate Diversification,Reduce top supplier share to <40%,10702800,10,1070280.0,15,Low,12
Logistics & Transportation,Warehousing,3PL Services,Regional Expansion,Add Africa/Middle East suppliers,10702800,12,1284336.0,20,Medium,3
Logistics & Transportation,Warehousing,3PL Services,Cost Optimization,Shift 20% spend to low-cost regions,10702800,8,856224.0,12,Low,8
Logistics & Transportation,Warehousing,3PL Services,Risk Mitigation,Dual-source all critical categories,10702800,5,535140.0,18,High,5
Logistics & Transportation,Warehousing,Cold Storage,Aggressive Diversification,Reduce top supplier share to <30%,8879600,15,1331940.0,25,High,11
Logistics & Transportation,Warehousing,Cold Storage,Moderate Diversification,Reduce top supplier share to <40%,8879600,10,887960.0,15,Low,5
Logistics & Transportation,Warehousing,Cold Storage,Regional Expansion,Add Africa/Middle East suppliers,8879600,12,1065552.0,20,Medium,6
Logistics & Transportation,Warehousing,Cold Storage,Cost Optimization,Shift 20% spend to low-cost regions,8879600,8,710368.0,12,Medium,11
Logistics & Transportation,Warehousing,Cold Storage,Risk Mitigation,Dual-source all critical categories,8879600,5,443980.0,18,High,8
Logistics & Transportation,Warehousing,Distribution Centers,Aggressive Diversification,Reduce top supplier share to <30%,9246000,15,1386900.0,25,Medium,6
Logistics & Transportation,Warehousing,Distribution Centers,Moderate Diversification,Reduce top supplier share to <40%,9246000,10,924600.0,15,Low,9
Logistics & Transportation,Warehousing,Distribution Centers,Regional Expansion,Add Africa/Middle East suppliers,9246000,12,1109520.0,20,Medium,5
Logistics & Transportation,Warehousing,Distribution Centers,Cost Optimization,Shift 20% spend to low-cost regions,9246000,8,739680.0,12,Medium,3
Logistics & Transportation,Warehousing,Distribution Centers,Risk Mitigation,Dual-source all critical categories,9246000,5,462300.0,18,Medium,10
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,Aggressive Diversification,Reduce top supplier share to <30%,8331100,15,1249665.0,25,High,7
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,Moderate Diversification,Reduce top supplier share to <40%,8331100,10,833110.0,15,High,10
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,Regional Expansion,Add Africa/Middle East suppliers,8331100,12,999732.0,20,Low,12
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,Cost Optimization,Shift 20% spend to low-cost regions,8331100,8,666488.0,12,Low,11
Manufacturing & Industrial,Chemicals,Adhesives & Sealants,Risk Mitigation,Dual-source all critical categories,8331100,5,416555.0,18,Medium,8
Manufacturing & Industrial,Chemicals,Industrial Chemicals,Aggressive Diversification,Reduce top supplier share to <30%,8608500,15,1291275.0,25,High,10
Manufacturing & Industrial,Chemicals,Industrial Chemicals,Moderate Diversification,Reduce top supplier share to <40%,8608500,10,860850.0,15,Medium,12
Manufacturing & Industrial,Chemicals,Industrial Chemicals,Regional Expansion,Add Africa/Middle East suppliers,8608500,12,1033020.0,20,High,5
Manufacturing & Industrial,Chemicals,Industrial Chemicals,Cost Optimization,Shift 20% spend to low-cost regions,8608500,8,688680.0,12,Low,11
Manufacturing & Industrial,Chemicals,Industrial Chemicals,Risk Mitigation,Dual-source all critical categories,8608500,5,430425.0,18,Low,10
Manufacturing & Industrial,Chemicals,Petrochemicals,Aggressive Diversification,Reduce top supplier share to <30%,10955600,15,1643340.0,25,Medium,7
Manufacturing & Industrial,Chemicals,Petrochemicals,Moderate Diversification,Reduce top supplier share to <40%,10955600,10,1095560.0,15,High,8
Manufacturing & Industrial,Chemicals,Petrochemicals,Regional Expansion,Add Africa/Middle East suppliers,10955600,12,1314672.0,20,Medium,3
Manufacturing & Industrial,Chemicals,Petrochemicals,Cost Optimization,Shift 20% spend to low-cost regions,10955600,8,876448.0,12,High,11
Manufacturing & Industrial,Chemicals,Petrochemicals,Risk Mitigation,Dual-source all critical categories,10955600,5,547780.0,18,Medium,5
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Aggressive Diversification,Reduce top supplier share to <30%,4897100,15,734565.0,25,Low,12
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Moderate Diversification,Reduce top supplier share to <40%,4897100,10,489710.0,15,Medium,12
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Regional Expansion,Add Africa/Middle East suppliers,4897100,12,587652.0,20,Low,8
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Cost Optimization,Shift 20% spend to low-cost regions,4897100,8,391768.0,12,High,4
Manufacturing & Industrial,Chemicals,Specialty Chemicals,Risk Mitigation,Dual-source all critical categories,4897100,5,244855.0,18,High,11
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Aggressive Diversification,Reduce top supplier share to <30%,14090500,15,2113575.0,25,Medium,6
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Moderate Diversification,Reduce top supplier share to <40%,14090500,10,1409050.0,15,High,10
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Regional Expansion,Add Africa/Middle East suppliers,14090500,12,1690860.0,20,High,5
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Cost Optimization,Shift 20% spend to low-cost regions,14090500,8,1127240.0,12,High,7
Manufacturing & Industrial,Equipment & Machinery,Industrial Machinery,Risk Mitigation,Dual-source all critical categories,14090500,5,704525.0,18,Medium,9
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Aggressive Diversification,Reduce top supplier share to <30%,24041300,15,3606195.0,25,High,8
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Moderate Diversification,Reduce top supplier share to <40%,24041300,10,2404130.0,15,Low,4
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Regional Expansion,Add Africa/Middle East suppliers,24041300,12,2884956.0,20,High,4
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Cost Optimization,Shift 20% spend to low-cost regions,24041300,8,1923304.0,12,Low,5
Manufacturing & Industrial,Equipment & Machinery,Manufacturing Equipment,Risk Mitigation,Dual-source all critical categories,24041300,5,1202065.0,18,Low,3
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Aggressive Diversification,Reduce top supplier share to <30%,15867800,15,2380170.0,25,Low,4
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Moderate Diversification,Reduce top supplier share to <40%,15867800,10,1586780.0,15,Medium,6
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Regional Expansion,Add Africa/Middle East suppliers,15867800,12,1904136.0,20,Low,3
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Cost Optimization,Shift 20% spend to low-cost regions,15867800,8,1269424.0,12,High,9
Manufacturing & Industrial,Equipment & Machinery,Material Handling,Risk Mitigation,Dual-source all critical categories,15867800,5,793390.0,18,High,10
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Aggressive Diversification,Reduce top supplier share to <30%,18304200,15,2745630.0,25,High,12
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Moderate Diversification,Reduce top supplier share to <40%,18304200,10,1830420.0,15,High,12
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Regional Expansion,Add Africa/Middle East suppliers,18304200,12,2196504.0,20,Medium,3
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Cost Optimization,Shift 20% spend to low-cost regions,18304200,8,1464336.0,12,Medium,6
Manufacturing & Industrial,Equipment & Machinery,Robotics & Automation,Risk Mitigation,Dual-source all critical categories,18304200,5,915210.0,18,High,4
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Aggressive Diversification,Reduce top supplier share to <30%,7425200,15,1113780.0,25,Low,6
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Moderate Diversification,Reduce top supplier share to <40%,7425200,10,742520.0,15,High,10
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Regional Expansion,Add Africa/Middle East suppliers,7425200,12,891024.0,20,Low,10
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Cost Optimization,Shift 20% spend to low-cost regions,7425200,8,594016.0,12,High,3
Manufacturing & Industrial,MRO Supplies,Industrial Tools,Risk Mitigation,Dual-source all critical categories,7425200,5,371260.0,18,Medium,11
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Aggressive Diversification,Reduce top supplier share to <30%,6369200,15,955380.0,25,High,9
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Moderate Diversification,Reduce top supplier share to <40%,6369200,10,636920.0,15,Medium,3
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Regional Expansion,Add Africa/Middle East suppliers,6369200,12,764304.0,20,High,7
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Cost Optimization,Shift 20% spend to low-cost regions,6369200,8,509536.0,12,High,3
Manufacturing & Industrial,MRO Supplies,Lubricants & Fluids,Risk Mitigation,Dual-source all critical categories,6369200,5,318460.0,18,High,4
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Aggressive Diversification,Reduce top supplier share to <30%,6673300,15,1000995.0,25,Medium,4
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Moderate Diversification,Reduce top supplier share to <40%,6673300,10,667330.0,15,Low,11
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Regional Expansion,Add Africa/Middle East suppliers,6673300,12,800796.0,20,Low,4
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Cost Optimization,Shift 20% spend to low-cost regions,6673300,8,533864.0,12,High,6
Manufacturing & Industrial,MRO Supplies,Safety Equipment,Risk Mitigation,Dual-source all critical categories,6673300,5,333665.0,18,High,9
Manufacturing & Industrial,MRO Supplies,Spare Parts,Aggressive Diversification,Reduce top supplier share to <30%,5689300,15,853395.0,25,Low,6
Manufacturing & Industrial,MRO Supplies,Spare Parts,Moderate Diversification,Reduce top supplier share to <40%,5689300,10,568930.0,15,High,6
Manufacturing & Industrial,MRO Supplies,Spare Parts,Regional Expansion,Add Africa/Middle East suppliers,5689300,12,682716.0,20,High,5
Manufacturing & Industrial,MRO Supplies,Spare Parts,Cost Optimization,Shift 20% spend to low-cost regions,5689300,8,455144.0,12,High,11
Manufacturing & Industrial,MRO Supplies,Spare Parts,Risk Mitigation,Dual-source all critical categories,5689300,5,284465.0,18,Medium,4
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Aggressive Diversification,Reduce top supplier share to <30%,27435100,15,4115265.0,25,High,12
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Moderate Diversification,Reduce top supplier share to <40%,27435100,10,2743510.0,15,Medium,10
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Regional Expansion,Add Africa/Middle East suppliers,27435100,12,3292212.0,20,High,9
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Cost Optimization,Shift 20% spend to low-cost regions,27435100,8,2194808.0,12,Low,5
Manufacturing & Industrial,Raw Materials - Metals,Aluminum,Risk Mitigation,Dual-source all critical categories,27435100,5,1371755.0,18,Low,11
Manufacturing & Industrial,Raw Materials - Metals,Copper,Aggressive Diversification,Reduce top supplier share to <30%,12485700,15,1872855.0,25,Medium,11
Manufacturing & Industrial,Raw Materials - Metals,Copper,Moderate Diversification,Reduce top supplier share to <40%,12485700,10,1248570.0,15,Medium,5
Manufacturing & Industrial,Raw Materials - Metals,Copper,Regional Expansion,Add Africa/Middle East suppliers,12485700,12,1498284.0,20,High,12
Manufacturing & Industrial,Raw Materials - Metals,Copper,Cost Optimization,Shift 20% spend to low-cost regions,12485700,8,998856.0,12,Medium,8
Manufacturing & Industrial,Raw Materials - Metals,Copper,Risk Mitigation,Dual-source all critical categories,12485700,5,624285.0,18,Medium,11
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Aggressive Diversification,Reduce top supplier share to <30%,26444000,15,3966600.0,25,Medium,8
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Moderate Diversification,Reduce top supplier share to <40%,26444000,10,2644400.0,15,Medium,9
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Regional Expansion,Add Africa/Middle East suppliers,26444000,12,3173280.0,20,High,8
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Cost Optimization,Shift 20% spend to low-cost regions,26444000,8,2115520.0,12,High,6
Manufacturing & Industrial,Raw Materials - Metals,Nickel,Risk Mitigation,Dual-source all critical categories,26444000,5,1322200.0,18,High,11
Manufacturing & Industrial,Raw Materials - Metals,Steel,Aggressive Diversification,Reduce top supplier share to <30%,25992500,15,3898875.0,25,Low,9
Manufacturing & Industrial,Raw Materials - Metals,Steel,Moderate Diversification,Reduce top supplier share to <40%,25992500,10,2599250.0,15,High,7
Manufacturing & Industrial,Raw Materials - Metals,Steel,Regional Expansion,Add Africa/Middle East suppliers,25992500,12,3119100.0,20,Medium,10
Manufacturing & Industrial,Raw Materials - Metals,Steel,Cost Optimization,Shift 20% spend to low-cost regions,25992500,8,2079400.0,12,Medium,9
Manufacturing & Industrial,Raw Materials - Metals,Steel,Risk Mitigation,Dual-source all critical categories,25992500,5,1299625.0,18,Low,3
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Aggressive Diversification,Reduce top supplier share to <30%,19323200,15,2898480.0,25,Medium,12
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Moderate Diversification,Reduce top supplier share to <40%,19323200,10,1932320.0,15,Low,11
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Regional Expansion,Add Africa/Middle East suppliers,19323200,12,2318784.0,20,Low,7
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Cost Optimization,Shift 20% spend to low-cost regions,19323200,8,1545856.0,12,Low,7
Manufacturing & Industrial,Raw Materials - Metals,Zinc,Risk Mitigation,Dual-source all critical categories,19323200,5,966160.0,18,Low,6
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Aggressive Diversification,Reduce top supplier share to <30%,7570400,15,1135560.0,25,Medium,3
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Moderate Diversification,Reduce top supplier share to <40%,7570400,10,757040.0,15,High,7
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Regional Expansion,Add Africa/Middle East suppliers,7570400,12,908448.0,20,High,11
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Cost Optimization,Shift 20% spend to low-cost regions,7570400,8,605632.0,12,High,12
Manufacturing & Industrial,Raw Materials - Plastics,Engineering Plastics,Risk Mitigation,Dual-source all critical categories,7570400,5,378520.0,18,High,5
Manufacturing & Industrial,Raw Materials - Plastics,PVC,Aggressive Diversification,Reduce top supplier share to <30%,11286000,15,1692900.0,25,Low,3
Manufacturing & Industrial,Raw Materials - Plastics,PVC,Moderate Diversification,Reduce top supplier share to <40%,11286000,10,1128600.0,15,Medium,8
Manufacturing & Industrial,Raw Materials - Plastics,PVC,Regional Expansion,Add Africa/Middle East suppliers,11286000,12,1354320.0,20,Low,5
Manufacturing & Industrial,Raw Materials - Plastics,PVC,Cost Optimization,Shift 20% spend to low-cost regions,11286000,8,902880.0,12,Medium,8
Manufacturing & Industrial,Raw Materials - Plastics,PVC,Risk Mitigation,Dual-source all critical categories,11286000,5,564300.0,18,High,6
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,Aggressive Diversification,Reduce top supplier share to <30%,6751800,15,1012770.0,25,Low,7
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,Moderate Diversification,Reduce top supplier share to <40%,6751800,10,675180.0,15,Medium,4
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,Regional Expansion,Add Africa/Middle East suppliers,6751800,12,810216.0,20,High,9
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,Cost Optimization,Shift 20% spend to low-cost regions,6751800,8,540144.0,12,High,6
Manufacturing & Industrial,Raw Materials - Plastics,Polyethylene,Risk Mitigation,Dual-source all critical categories,6751800,5,337590.0,18,High,4
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,Aggressive Diversification,Reduce top supplier share to <30%,8699300,15,1304895.0,25,High,8
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,Moderate Diversification,Reduce top supplier share to <40%,8699300,10,869930.0,15,Medium,5
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,Regional Expansion,Add Africa/Middle East suppliers,8699300,12,1043916.0,20,Medium,12
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,Cost Optimization,Shift 20% spend to low-cost regions,8699300,8,695944.0,12,Low,12
Manufacturing & Industrial,Raw Materials - Plastics,Polypropylene,Risk Mitigation,Dual-source all critical categories,8699300,5,434965.0,18,High,7
Professional Services,Consulting,HR Consulting,Aggressive Diversification,Reduce top supplier share to <30%,24217800,15,3632670.0,25,Low,12
Professional Services,Consulting,HR Consulting,Moderate Diversification,Reduce top supplier share to <40%,24217800,10,2421780.0,15,Medium,4
Professional Services,Consulting,HR Consulting,Regional Expansion,Add Africa/Middle East suppliers,24217800,12,2906136.0,20,Low,8
Professional Services,Consulting,HR Consulting,Cost Optimization,Shift 20% spend to low-cost regions,24217800,8,1937424.0,12,Medium,9
Professional Services,Consulting,HR Consulting,Risk Mitigation,Dual-source all critical categories,24217800,5,1210890.0,18,Medium,4
